LAST_UPDATE_DT,NAME,INDUSTRY_SECTOR,INDUSTRY_GROUP,INDUSTRY_SUBGROUP,PX_LAST,CHG_NET_YTD,EQY_DVD_YLD_IND,EQY_BETA,PE_RATIO,CUR_MKT_CAP,BOARD_SIZE,PCT_WOMEN_ON_BOARD,NUMBER_OF_WOMEN_ON_BOARD,BOARD_AVERAGE_TENURE,BOARD_AVERAGE_AGE,NUMBER_OF_DIRECTORS_ON_BOARD,PERCENTAGE_OF_FEMALE_EXECUTIVES,FEMALE_CHAIRPERSON_OR_EQUIVALENT,FEMALE_CEO_OR_EQUIVALENT,AVERAGE_BOD_TOTAL_COMPENSATION
2019-11-18,KLA CORP,Technology,Semiconductors,Semiconductor Equipment,177,87.51,1.9209040086821647,1.1647818088531494,20.79617143658777,27929625615,12,8.333330154418945,1,9.399999618530273,62.83330154418945,10,12.5,FALSE,FALSE,281330.8333333333
2019-11-18,KIMBERLY-CLARK CORP,"Consumer, Non-cyclical",Household Products/Wares,Consumer Products-Misc,132.52,18.58,3.1091992193487905,0.69154953956604,20.752447561385623,45428597979.48,14,28.571399688720703,4,9.366669654846191,63.9286003112793,15,25,FALSE,FALSE,NA
2019-11-18,KINDER MORGAN INC,Energy,Pipelines,Pipelines,20.14,4.76,4.965243296921549,0.89325350522995,23.178677675558852,45616403901.18,16,12.5,2,7.932290077209473,69.125,16,20,FALSE,FALSE,200661.15384615384
2019-11-18,CARMAX INC,"Consumer, Cyclical",Retail,Retail-Automobile,99.73,37,NA,0.93504798412323,19.142035193269404,16398608886.499998,12,25,3,5.291669845581055,56.83330154418945,12,10,FALSE,FALSE,254496.53333333333
2019-11-18,COCA-COLA CO/THE,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,53.03,5.680002,3.0177292037756653,0.7017033696174622,24.850418928164284,227206577722.31003,16,31.25,5,11.115400314331055,65.125,13,25,FALSE,FALSE,256666.2857142857
2019-11-18,KROGER CO,"Consumer, Non-cyclical",Food,Food-Retail,27.01,-0.49,2.3694927274893933,0.7650620937347412,11.880465290603759,21651793959.98,12,25,3,11.340900421142578,62.75,11,27.777799606323242,FALSE,FALSE,264878.8181818182
2019-11-18,KOHLS CORP,"Consumer, Cyclical",Retail,Retail-Regnl Dept Store,58.4,-7.939996,4.589827139505399,0.9830096364021301,10.861792349295687,9293001382.4,11,36.36360168457031,4,9.810609817504883,59,11,40,FALSE,TRUE,270001.6
2019-11-18,KANSAS CITY SOUTHERN,Industrial,Transportation,Transport-Rail,154.66,59.21,1.034527365732483,0.9609397649765015,23.317523521375556,15329838573.28,11,18.181800842285156,2,6.703700065612793,63.36360168457031,9,18.181800842285156,FALSE,FALSE,182686.72727272726
2019-11-18,LOEWS CORP,Financial,Insurance,Multi-line Insurance,50.27,4.75,0.4973145016908692,0.9666570425033569,26.655793198219868,14952258328.92,13,15.384599685668945,2,18.409700393676758,70.23079681396484,12,0,FALSE,FALSE,199857
2019-11-18,L BRANDS INC,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,17.87,-7.8,6.715165347978264,1.0825332403182983,6.65861602860835,4939117999.22,12,25,3,11.7431001663208,70.83329772949219,12,0,FALSE,FALSE,272118.9090909091
2019-11-18,LEIDOS HOLDINGS INC,Technology,Computers,Computer Services,91.39,38.67,1.4881278195701004,1.0004171133041382,24.14912564512133,12937518058.14,13,23.076900482177734,3,6.756410121917725,65.76920318603516,13,22.222200393676758,FALSE,FALSE,254653.84615384616
2019-11-18,LEGGETT & PLATT INC,"Consumer, Cyclical",Home Furnishings,Home Furnishings,53.57,17.73,2.986746357741008,1.0258643627166748,21.220110697448916,7049961674.58,9,22.222200393676758,2,11.574999809265137,64.55560302734375,10,16.66670036315918,FALSE,FALSE,277986.125
2019-11-18,LENNAR CORP-A,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,60.04,20.89,0.2664890013719542,0.6914016008377075,10.807983311265655,18596612252.86,12,8.333330154418945,1,14.173600196838379,66.5,12,14.285699844360352,FALSE,FALSE,266430.6
2019-11-18,LABORATORY CRP OF AMER HLDGS,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,168.43,42.07,NA,0.8724843859672546,17.719102575311844,16354553000,10,20,2,10.314800262451172,61.29999923706055,9,14.285699844360352,FALSE,FALSE,346568.77777777775
2019-11-18,L3HARRIS TECHNOLOGIES INC,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,202.74,68.09001,1.4795817715525745,0.745758056640625,27.673041197145515,44818646938.26,11,18.181800842285156,2,4.930560111999512,66,12,0,FALSE,FALSE,250099.75
2019-11-18,LINDE PLC,Basic Materials,Chemicals,Industrial Gases,209.11,53.07001,1.6737602218927834,0.913151741027832,NA,112328868550.47002,12,25,3,1.1666699647903442,64.66670227050781,12,25,FALSE,FALSE,NA
2019-11-18,LKQ CORP,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,35.865,12.135,NA,1.1042994260787964,18.427926427267266,10991244889.485,12,25,3,7.986110210418701,61.91669845581055,12,0,FALSE,FALSE,366297.5833333333
2019-11-18,ELI LILLY & CO,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,114.07,-1.650001,2.2615707606118995,0.8427987098693848,21.210002020188867,109522117047.97,14,35.714298248291016,5,7.878210067749023,59.9286003112793,13,42.85710144042969,FALSE,FALSE,274830.46153846156
2019-11-18,LOCKHEED MARTIN CORP,Industrial,Aerospace/Defense,Aerospace/Defense,392.76,130.92,2.4442408548400363,0.8590039014816284,18.4926847235872,110786370133.68001,12,25,3,5.931819915771484,65.91670227050781,11,33.33330154418945,TRUE,TRUE,297213.8333333333
2019-11-18,LINCOLN NATIONAL CORP,Financial,Insurance,Life/Health Insurance,58.03,6.719999,2.7576698101376382,1.369780421257019,9.083516349202256,11509124892.09,11,27.2726993560791,3,14.633299827575684,69,10,25,FALSE,FALSE,313070
2019-11-18,ALLIANT ENERGY CORP,Utilities,Electric,Electric-Integrated,52.85,10.6,2.6868494930646274,NA,23.699550885256095,12899097861.65,10,50,5,7.842589855194092,60.099998474121094,9,14.285699844360352,TRUE,TRUE,209021
2019-11-18,LOWE'S COS INC,"Consumer, Cyclical",Retail,Retail-Building Products,115.02,22.66,1.9123783446485707,1.0804764032363892,20.378823712550926,88772279342.76,13,30.76919937133789,4,4.631939888000488,62.076900482177734,12,16.66670036315918,FALSE,FALSE,273814.23076923075
2019-11-18,LAM RESEARCH CORP,Technology,Semiconductors,Semiconductor Equipment,282.7,146.53,1.6270514659849207,1.3880037069320679,20.450848388761948,41013801637.6,12,33.33330154418945,4,5.425000190734863,61,10,11.111100196838379,FALSE,FALSE,228253.45454545456
2019-11-18,SOUTHWEST AIRLINES CO,"Consumer, Cyclical",Airlines,Airlines,57.78,11.3,1.246321669742478,1.0644941329956055,12.926174223556348,30408234560.28,11,27.2726993560791,3,11.371199607849121,69.09089660644531,11,12.5,FALSE,FALSE,267018
2019-11-18,LAS VEGAS SANDS CORP,"Consumer, Cyclical",Lodging,Casino Hotels,62.14,10.09,4.9565496036466925,1.1662166118621826,19.881326139384427,47725790284.899994,11,9.090909957885742,1,8.772729873657227,71.36360168457031,11,0,FALSE,FALSE,236329.25
2019-11-18,LAMB WESTON HOLDINGS INC,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,83.36,9.800002,0.9596929125730914,0.5504791736602783,25.406640535767885,12175788505.92,9,22.222200393676758,2,2.814810037612915,63,9,28.571399688720703,FALSE,FALSE,262460.25
2019-11-18,LYONDELLBASELL INDU-CL A,Basic Materials,Chemicals,Chemicals-Diversified,94.92,11.76,4.424778560119192,1.144333004951477,9.969552340512662,31647355414.08,12,25,3,5.847219944000244,64.33329772949219,12,9.090909957885742,FALSE,FALSE,347468.3333333333
2019-11-18,MACY'S INC,"Consumer, Cyclical",Retail,Retail-Regnl Dept Store,16.88,-12.9,8.94549757383446,1.0044447183609009,5.930964400426763,5214483393.84,11,45.454498291015625,5,9.51515007019043,59.454498291015625,11,66.66670227050781,FALSE,FALSE,254298.1
2019-11-18,MASTERCARD INC - A,Financial,Diversified Finan Serv,Finance-Credit Card,280.86,92.21001,0.4699850646058846,1.0857362747192383,37.948723868576096,283349456815.98004,15,26.66670036315918,4,6.772220134735107,61.733299255371094,15,15.384599685668945,FALSE,FALSE,318640.14285714284
2019-11-18,MID-AMERICA APARTMENT COMM,Financial,REITS,REITS-Apartments,137.67,41.97,2.7892786476133593,0.6199339032173157,63.31104692888087,15703446808.529999,12,16.66670036315918,2,8.4375,65.83329772949219,12,0,FALSE,FALSE,208111.72727272726
2019-11-18,MACERICH CO/THE,Financial,REITS,REITS-Regional Malls,27.96,-15.32,10.72961373390558,0.8007301688194275,30.99544500467,3949780108.6800003,10,30,3,7.033329963684082,58.900001525878906,10,0,FALSE,FALSE,178015.36363636365
2019-11-18,MARRIOTT INTERNATIONAL -CL A,"Consumer, Cyclical",Lodging,Hotels&Motels,135.68,27.12,1.4149900192237128,0.9013105034828186,30.462633916889466,44358841873.920006,13,30.76919937133789,4,11.95829963684082,66.46150207519531,14,27.2726993560791,FALSE,FALSE,263654.54545454547
2019-11-18,MASCO CORP,Industrial,Building Materials,Bldg Prod-Wood,45.71,16.47,1.1813607995136122,1.0606169700622559,17.50151394587459,13076412417.11,11,18.181800842285156,2,11.56820011138916,61.36360168457031,11,12.5,FALSE,FALSE,272447.2727272727
2019-11-18,MCDONALD'S CORP,"Consumer, Cyclical",Retail,Retail-Restaurants,194.28,16.70999,2.574002574002574,0.7077242732048035,24.57670692609466,146310971375.28,11,27.2726993560791,3,10.075799942016602,62.36360168457031,11,25,FALSE,FALSE,353174.1
2019-11-18,MICROCHIP TECHNOLOGY INC,Technology,Semiconductors,Electronic Compo-Semicon,92.43,20.51,1.5860650880659448,1.1642069816589355,55.40739107210021,22088702895.48,5,20,1,20.716699600219727,70,5,0,FALSE,FALSE,131711.2
2019-11-18,MCKESSON CORP,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Whsle Drug Dist,149.59,39.12,1.0963299590179059,1.0700746774673462,12.074068738322389,26954307961.000004,9,33.33330154418945,3,6.724999904632568,64,10,33.33330154418945,FALSE,FALSE,276162.1111111111
2019-11-18,MOODY'S CORP,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,221.38,81.34001,0.9034647874599088,1.1195532083511353,29.501552620493214,41796544000,9,22.222200393676758,2,8.216670036315918,65.222198486328125,10,25,FALSE,FALSE,291850.7
2019-11-18,MONDELEZ INTERNATIONAL INC-A,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,53.08,13.05,2.1481062477763055,0.8241938948631287,21.23883963878556,76425877612.68,13,23.076900482177734,3,6.647439956665039,64.69229888916016,13,10,FALSE,FALSE,284437.46153846156
2019-11-18,MEDTRONIC PLC,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,111.25,20.29,1.9420968223617052,0.8936030268669128,26.348392298074803,149260728648.75,12,25,3,8.444439888000488,64.08329772949219,12,20,FALSE,FALSE,348047.25
2019-11-18,METLIFE INC,Financial,Insurance,Multi-line Insurance,49.12,8.059999,3.5837914690760675,1.2150574922561646,7.620127769298263,45172287343.84,12,33.33330154418945,4,6.532050132751465,64,13,18.181800842285156,FALSE,FALSE,280863.25
2019-11-18,MGM RESORTS INTERNATIONAL,"Consumer, Cyclical",Lodging,Casino Hotels,31.53,7.27,1.649222901765029,1.1680434942245483,48.28912933560027,16237456839.270002,12,33.33330154418945,4,6.847219944000244,61.83330154418945,12,14.285699844360352,FALSE,FALSE,270409.0909090909
2019-11-18,MOHAWK INDUSTRIES INC,"Consumer, Cyclical",Textiles,Textile-Home Furnishings,141.84,24.88,NA,1.03196120262146,13.176834850415016,10158897812.4,8,12.5,1,13.75,65.5,8,0,FALSE,FALSE,236726.57142857142
2019-11-18,MCCORMICK & CO-NON VTG SHRS,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,165.47,26.22999,1.3780598195163316,0.6858888864517212,30.568543352797256,21988630194.91,11,27.2726993560791,3,9.689390182495117,62.63639831542969,11,0,FALSE,FALSE,235819.0909090909
2019-11-18,MARKETAXESS HOLDINGS INC,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,389.52,178.21,0.5237214935954578,0.6752483248710632,73.63326824455045,14714927422.56,11,18.181800842285156,2,6.826389789581299,59.727298736572266,12,0,FALSE,FALSE,201636
2019-11-18,MARTIN MARIETTA MATERIALS,Industrial,Building Materials,Bldg Prod-Cement/Aggreg,260.7,88.83,0.8438818748307311,0.8003439903259277,27.708337000005766,16293888953.099998,10,30,3,9.175000190734863,66.5,10,28.571399688720703,FALSE,FALSE,267383.8
2019-11-18,MARSH & MCLENNAN COS,Financial,Insurance,Insurance Brokers,106.24,26.49,1.7132637225379717,0.8866191506385803,23.7855782608608,53615953605.119995,12,16.66670036315918,2,9.208330154418945,65.91670227050781,12,11.111100196838379,FALSE,FALSE,317727.2727272727
2019-11-18,3M CO,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,170.54,-19.99999,3.3775068774960926,1.164647102355957,17.938326537946264,98069138703.7,13,30.76919937133789,4,6.506939888000488,63,12,13.33329963684082,FALSE,FALSE,283352.3333333333
2019-11-18,MONSTER BEVERAGE CORP,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,59.03,9.809999,NA,1.0838868618011475,29.434041059713692,31739349806.52,10,20,2,15.225000381469727,77.19999694824219,10,20,FALSE,FALSE,246966.57142857142
2019-11-18,ALTRIA GROUP INC,"Consumer, Non-cyclical",Agriculture,Tobacco,48.34,-1.049999,6.950765194654168,0.7751362323760986,11.643027792390868,90305235493.40001,11,27.2726993560791,3,8.090909957885742,64.72730255126953,11,0,FALSE,FALSE,300232.1818181818
2019-11-18,MOSAIC CO/THE,Basic Materials,Chemicals,Agricultural Chemicals,18.95,-10.26,1.0554089867030725,1.2468327283859253,20.666250174970013,7177552236.45,13,15.384599685668945,2,7.458330154418945,61.53850173950195,14,16.66670036315918,FALSE,FALSE,213941.76923076922
2019-11-18,MARATHON PETROLEUM CORP,Energy,Oil&Gas,Oil Refining&Marketing,64.54,5.530002,3.2847844523692,1.1211708784103394,14.278840240383484,41907223098.86001,12,16.66670036315918,2,4.458330154418945,63.5,12,20.83329963684082,FALSE,FALSE,283085.6923076923
2019-11-18,MERCK & CO. INC.,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,84.13,7.719996,2.6150006509969286,0.818725049495697,16.336718013522205,214193645866.45996,12,25,3,10.465299606323242,64.91670227050781,12,30,FALSE,FALSE,313611
2019-11-18,MARATHON OIL CORP,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,11.78,-2.56,1.6977928945690346,1.2705861330032349,14.38063732956099,9423158212.98,7,28.571399688720703,2,3.916670083999634,62.14289855957031,5,0,FALSE,FALSE,237045.45454545456
2019-11-18,MORGAN STANLEY,Financial,Banks,Diversified Banking Inst,49.03,9.379998,2.8553946077057764,1.2380340099334717,10.388239821367373,79359854791.85,13,30.76919937133789,4,4.922619819641113,64,14,0,FALSE,FALSE,303013
2019-11-18,MSCI INC,Technology,Software,Decision Support Softwar,252.59,105.16,1.0768439085514983,1.0663639307022095,43.6532015582167,21396209329.3,11,36.36360168457031,4,9.449999809265137,62,10,20,FALSE,FALSE,227568.91666666666
2019-11-18,MICROSOFT CORP,Technology,Software,Applications Software,150.34,48.77,1.356924279535072,1.0461279153823853,30.088332962994514,1146914636610.12,14,28.571399688720703,4,8.375,60.5713996887207,14,42.85710144042969,FALSE,FALSE,333538.46153846156
2019-11-18,MOTOROLA SOLUTIONS INC,Communications,Telecommunications,Wireless Equipment,162.96,47.92,1.5709376182986872,0.8714985847473145,25.866503500591612,27920918796.960003,9,22.222200393676758,2,6.083330154418945,61.222198486328125,8,12.5,FALSE,FALSE,303297.875
2019-11-18,M & T BANK CORP,Financial,Banks,Commer Banks-Eastern US,162.97,19.84,2.454590083456063,0.9907111525535583,11.831998059826997,21505534889.479996,18,11.111100196838379,2,13.995400428771973,68.16670227050781,18,20,FALSE,FALSE,189086.66666666666
2019-11-18,METTLER-TOLEDO INTERNATIONAL,Industrial,Electronics,Instruments-Controls,718.21,152.63,NA,1.2254806756973267,32.63777883213079,17491430700.21,9,22.222200393676758,2,10.781200408935547,59.88890075683594,8,0,FALSE,FALSE,272326.6666666667
2019-11-18,MICRON TECHNOLOGY INC,Technology,Semiconductors,Electronic Compo-Semicon,47.82,16.09,NA,1.4391499757766724,8.073962987890443,52939170355.86001,7,14.285699844360352,1,5.875,64.28569793701172,8,12.5,FALSE,FALSE,415834.3333333333
2019-11-18,MAXIM INTEGRATED PRODUCTS,Technology,Semiconductors,Semicon Compo-Intg Circu,56.62,5.770002,3.391027829538424,1.1287295818328857,18.33940563477917,15321898339.519997,8,25,2,10.0556001663208,65.125,9,0,FALSE,FALSE,303220.5714285714
2019-11-18,MYLAN NV,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs,17.23,-10.17,NA,1.3996909856796265,13.486033808412476,8892963319.6,12,33.33330154418945,4,8.006409645080566,60.83330154418945,13,25,FALSE,TRUE,482872.7272727273
2019-11-18,NOBLE ENERGY INC,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,19.92,1.16,2.4096385003572482,1.2042789459228516,NA,9527696279.52,10,20,2,10.463000297546387,64,9,20,FALSE,FALSE,319641.8888888889
2019-11-18,NORWEGIAN CRUISE LINE HOLDIN,"Consumer, Cyclical",Leisure Time,Cruise Lines,53.49,11.1,NA,1.0642186403274536,11.957051559382952,11380400279.7,10,30,3,5.474999904632568,58.79999923706055,10,11.111100196838379,FALSE,FALSE,263699.1111111111
2019-11-18,NASDAQ INC,Financial,Diversified Finan Serv,Finance-Other Services,104.6,23.03,1.7973231311965856,0.9103538990020752,21.602339842009883,17145515799,10,30,3,5.701389789581299,57.20000076293945,12,20,FALSE,TRUE,354800.55555555556
2019-11-18,NEXTERA ENERGY INC,Utilities,Electric,Electric-Integrated,232.16,58.33999,2.1537798836958864,0.5125073790550232,28.052962249711882,113474213640.48001,13,23.076900482177734,3,10.282099723815918,64.53849792480469,13,8.333330154418945,FALSE,FALSE,278506.25
2019-11-18,NEWMONT GOLDCORP CORP,Basic Materials,Mining,Gold Mining,38.06,4.253016,1.4713610151975454,0.4811447560787201,31.755462400975706,31203060160.8,12,41.66669845581055,5,3.82778000831604,61.16669845581055,15,22.222200393676758,TRUE,FALSE,311661.0833333333
2019-11-18,NETFLIX INC,Communications,Internet,Internet Content-Entmnt,302.57,34.91,NA,1.4547065496444702,96.66773396939897,132601692512.73,11,36.36360168457031,4,10.371199607849121,56.818199157714844,11,28.571399688720703,FALSE,FALSE,341103.8181818182
2019-11-18,NISOURCE INC,Utilities,Gas,Gas-Distribution,26.25,0.8999996,3.04761909303211,0.45926761627197266,19.862513572717607,9805522965,11,18.181800842285156,2,6.358329772949219,61.09090042114258,10,28.571399688720703,FALSE,FALSE,240162.81818181818
2019-11-18,NIKE INC -CL B,"Consumer, Cyclical",Apparel,Athletic Footwear,94.18,20.04,1.0406711469400938,0.8659821152687073,35.14179115864768,147019908721.94,13,23.076900482177734,3,9.096150398254395,59.076900482177734,13,28.571399688720703,FALSE,FALSE,288354.3333333333
2019-11-18,NORTONLIFELOCK INC,Communications,Internet,Internet Security,24.55,5.655,2.035830618892508,1.0814025402069092,61.534834826112196,15300710904.000002,13,23.076900482177734,3,7.291669845581055,52.15380096435547,12,14.285699844360352,FALSE,FALSE,289064.85714285716
2019-11-18,NIELSEN HOLDINGS PLC,"Consumer, Non-cyclical",Commercial Services,Commercial Services,20.46,-2.87,1.1730205016401856,0.9906589984893799,11.111520944877217,7279877940.06,10,20,2,5.277780055999756,60.400001525878906,9,14.285699844360352,FALSE,FALSE,266250
2019-11-18,NORTHROP GRUMMAN CORP,Industrial,Aerospace/Defense,Aerospace/Defense,356.7,111.8,1.4802355508293663,0.844627320766449,15.902045729103033,60115635848.7,13,30.76919937133789,4,7.354169845581055,64.84619903564453,12,43.75,FALSE,FALSE,291935.75
2019-11-18,NATIONAL OILWELL VARCO INC,Energy,Oil&Gas Services,Oil Field Mach&Equip,21.62,-4.080001,0.925069393988123,1.1849117279052734,NA,8341690412.780001,9,22.222200393676758,2,8.972220420837402,64.222198486328125,9,0,FALSE,FALSE,296047.625
2019-11-18,NRG ENERGY INC,Utilities,Electric,Independ Power Producer,39.8,0.2000015,0.3015075309492236,0.7651400566101074,12.665010850242464,10013452742,10,20,2,7.909719944000244,61.70000076293945,12,14.285699844360352,FALSE,FALSE,246627.92857142858
2019-11-18,NORFOLK SOUTHERN CORP,Industrial,Transportation,Transport-Rail,193.37,43.83001,1.9447605205664926,1.059200644493103,19.65164594527778,50420582224.310005,12,25,3,5.854169845581055,62.58330154418945,12,16.66670036315918,FALSE,FALSE,252423.8801025141
2019-11-18,NETAPP INC,Technology,Computers,Computers-Memory Devices,63.49,3.820002,3.0240982156003398,1.3372912406921387,17.95508363818423,14490081818.94,8,25,2,7.261899948120117,60.75,7,0,FALSE,FALSE,310868.25
2019-11-18,NORTHERN TRUST CORP,Financial,Banks,Fiduciary Banks,106.58,22.99,2.6271345020794556,1.2402516603469849,16.028984191501795,22582342633.280003,13,15.384599685668945,2,8.333330154418945,62,14,33.33330154418945,FALSE,FALSE,241781.18181818182
2019-11-18,NUCOR CORP,Basic Materials,Iron/Steel,Steel-Producers,55.46,3.649999,2.88444208372428,1.175943374633789,9.282273866661734,16816318707.82,7,28.571399688720703,2,5.964290142059326,63.4286003112793,7,0,FALSE,FALSE,246675.57142857142
2019-11-18,NVIDIA CORP,Technology,Semiconductors,Electronic Compo-Semicon,212.28,78.78,0.30148859322351856,1.556619644165039,58.522609769674574,129915360000,11,18.181800842285156,2,14.39579963684082,64.27269744873047,12,40,NA,FALSE,312977
2019-11-18,NVR INC,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,3652.64,1215.65,NA,0.6263505816459656,16.956686748888746,13496157799.199999,13,15.384599685668945,2,13.715299606323242,66,12,0,FALSE,FALSE,2077361.4615384615
2019-11-18,NEWELL BRANDS INC,"Consumer, Cyclical",Housewares,Home Decoration Products,19.64,1.05,4.684317803917009,NA,9.298520091076469,8315575999.999999,12,25,3,3.534719944000244,57.08330154418945,12,0,FALSE,FALSE,154601.14285714287
2019-11-18,NEWS CORP - CLASS B,Communications,Media,Publishing-Newspapers,13.26,1.71,1.508295648418041,0.9944519400596619,22.358539628035242,7655600154.030001,11,27.2726993560791,3,6.159090042114258,58.454498291015625,11,25,FALSE,FALSE,303204.1111111111
2019-11-18,NEWS CORP - CLASS A,Communications,Media,Publishing-Newspapers,12.89,1.54,1.5515904032601415,1.0041946172714233,21.734659012586803,7655600154.030001,11,27.2726993560791,3,6.159090042114258,58.454498291015625,11,25,FALSE,FALSE,303204.1111111111
2019-11-18,REALTY INCOME CORP,Financial,REITS,REITS-Single Tenant,78.27,15.23,3.4798160157279203,0.5611826181411743,59.931589502718936,25509689444.13,10,20,2,10.657400131225586,62.29999923706055,9,0,FALSE,FALSE,244381.55555555556
2019-11-18,ONEOK INC,Energy,Pipelines,Pipelines,70.79,16.84,5.170221903984586,0.951449453830719,23.55736543384365,29242262373.5,10,20,2,11.31820011138916,64.9000015258789,11,0,FALSE,FALSE,213892.1
2019-11-18,OMNICOM GROUP,Communications,Advertising,Advertising Agencies,78.24,5.000002,3.3231082625671893,0.8094471096992493,13.171716812082414,17035354418.399998,11,54.545501708984375,6,13.2878999710083,65.90910339355469,11,0,FALSE,FALSE,261529.75
2019-11-18,ORACLE CORP,Technology,Software,Enterprise Software/Serv,56.19,11.04,1.709097344743329,1.068083643913269,18.240574526726707,184444639051.83002,15,26.66670036315918,4,13.04170036315918,69.19999694824219,14,28.571399688720703,FALSE,TRUE,533223.8
2019-11-18,O'REILLY AUTOMOTIVE INC,"Consumer, Cyclical",Retail,Retail-Auto Parts,449.89,105.56,NA,0.8285844922065735,25.939413010656413,34038181171.329998,9,22.222200393676758,2,21.370399475097656,66.33329772949219,9,0,FALSE,FALSE,189303.77777777778
2019-11-18,OCCIDENTAL PETROLEUM CORP,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,39.3,-22.08,8.04275919020282,0.9224656224250793,12.23476530016909,35107376570.99999,11,27.2726993560791,3,8.5,67.27269744873047,11,50,FALSE,TRUE,378226.2
2019-11-18,PAYCHEX INC,Technology,Software,Data Processing/Mgmt,85.06,19.91,2.9155890184263886,0.9113436937332153,29.143220657834306,30446732716.34,9,22.222200393676758,2,13.277799606323242,64.222198486328125,9,37.5,FALSE,FALSE,226075.7
2019-11-18,PEOPLE'S UNITED FINANCIAL,Financial,Savings&Loans,S&L/Thrifts-Eastern US,16.39,1.96,4.331909570117925,1.0729024410247803,11.923771803915011,7265266465.38,12,25,3,13.79170036315918,67.83329772949219,12,18.181800842285156,FALSE,FALSE,195015.2
2019-11-18,PACCAR INC,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,80.03,22.89,1.599400189166276,1.1377272605895996,11.44772756657997,27680265648.540005,11,18.181800842285156,2,9.931819915771484,63.36360168457031,11,5.882349967956543,FALSE,FALSE,272553
2019-11-18,HEALTHPEAK PROPERTIES INC,Financial,REITS,REITS-Health Care,34.75,6.82,4.258992860643126,0.4881313443183899,70.6444399268144,17720884507.25,8,37.5,3,5.34375,73.25,8,0,FALSE,FALSE,224442.22222222222
2019-11-18,PUBLIC SERVICE ENTERPRISE GP,Utilities,Electric,Electric-Integrated,61,8.950001,3.082472528663106,0.6102862358093262,18.751857894117173,30849314365.000004,11,18.181800842285156,2,10.76669979095459,68,10,14.285699844360352,FALSE,FALSE,270085.7272727273
2019-11-18,PEPSICO INC,"Consumer, Non-cyclical",Beverages,Beverages-Non-alcoholic,134.06,23.58,2.849470336597641,0.7224392890930176,24.428260534818513,186938001412.28,14,14.285699844360352,2,7.019229888916016,62.285701751708984,13,10,TRUE,FALSE,310000
2019-11-18,PFIZER INC,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,37.22,-6.430002,3.868887848523533,0.9939020276069641,21.423963191711728,205980034388.08,12,16.66670036315918,2,7.291669845581055,63.75,12,30.76919937133789,FALSE,FALSE,326975.8333333333
2019-11-18,PRINCIPAL FINANCIAL GROUP,Financial,Insurance,Life/Health Insurance,54.28,10.11,4.053058304502056,1.2817473411560059,10.564547142209527,15072032577.520002,11,45.454498291015625,5,10.659700393676758,62.272701263427734,12,50,FALSE,FALSE,275950
2019-11-18,PROCTER & GAMBLE CO/THE,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries,121.89,29.97,2.4483833096991146,0.7327856421470642,26.027253216123878,303970750530.72,11,36.36360168457031,4,7.361110210418701,63.63639831542969,12,57.14289855957031,FALSE,FALSE,286824
2019-11-18,PROGRESSIVE CORP,Financial,Insurance,Property/Casualty Ins,71.23,10.9,0.5615611483370272,0.8838452696800232,12.956139270202442,41643201239.47,11,36.36360168457031,4,8.3257598876953125,62.454498291015625,11,13.33329963684082,FALSE,TRUE,244613.66666666666
2019-11-18,PARKER HANNIFIN CORP,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,196.57,47.43,1.7907106786012688,1.2860673666000366,16.840489490840902,25252308044.7,11,27.2726993560791,3,8.73484992980957,60.90909957885742,11,13.33329963684082,FALSE,FALSE,217054.91666666666
2019-11-18,PULTEGROUP INC,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,39.49,13.5,1.114206122096263,0.6592864394187927,10.957650217742515,10701786090.490002,11,18.181800842285156,2,6.189390182495117,55.272701263427734,11,14.285699844360352,FALSE,FALSE,207742
